distance,duration,count
12.7515,113.92008333333334,4304.0
12.7515,125.90991666666667,2511.0
12.7515,137.89975,1409.0
12.7515,149.88958333333335,964.0
12.7515,161.87941666666666,652.0
12.7515,173.86925000000002,416.0
12.7515,185.85908333333333,239.0
12.7515,197.8489166666667,172.0
12.7515,209.83875,163.0
12.7515,221.82858333333337,99.0
12.7515,233.81841666666668,83.0
12.7515,245.80825000000002,67.0
12.7515,257.79808333333335,49.0
12.7515,269.78791666666666,58.0
12.7515,281.77774999999997,42.0
12.7515,293.7675833333333,45.0
12.7515,305.75741666666664,22.0
12.7515,317.74725,27.0
12.7515,329.7370833333333,20.0
12.7515,341.7269166666666,14.0
12.7515,353.71675,19.0
12.7515,365.70658333333336,15.0
12.7515,377.69641666666666,10.0
12.7515,389.68625,13.0
12.7515,401.6760833333333,6.0
12.7515,413.66591666666665,3.0
12.7515,425.65575,7.0
12.7515,437.6455833333333,2.0
12.7515,449.63541666666663,3.0
12.7515,461.62525,1.0
12.7515,473.61508333333336,4.0
12.7515,485.60491666666667,4.0
12.7515,497.59475,3.0
12.7515,509.5845833333333,2.0
12.7515,545.5540833333333,4.0
12.7515,581.5235833333334,1.0
12.7515,617.4930833333333,1.0
12.7515,629.4829166666666,2.0
12.7515,653.4625833333333,1.0
12.7515,689.4320833333334,1.0
12.7515,713.41175,3.0
12.7515,725.4015833333333,1.0
12.7515,761.3710833333333,1.0
12.7515,773.3609166666666,1.0
12.7515,809.3304166666667,2.0
12.7515,845.2999166666666,1.0
12.7515,857.28975,2.0
12.7515,965.19825,1.0
12.7515,977.1880833333333,1.0
12.7515,1025.1474166666667,1.0
12.7515,1049.1270833333333,1.0
12.7515,1109.07625,1.0
12.7515,1145.0457499999998,1.0
14.250500000000002,18.001416666666664,1.0
14.250500000000002,29.991249999999997,63.0
14.250500000000002,41.98108333333333,261.0
14.250500000000002,53.97091666666667,22785.0
14.250500000000002,65.96074999999999,188501.0
14.250500000000002,77.95058333333333,145426.0
14.250500000000002,89.94041666666666,52358.0
14.250500000000002,101.93025,16113.0
14.250500000000002,113.92008333333334,6238.0
14.250500000000002,125.90991666666667,3121.0
14.250500000000002,137.89975,1634.0
14.250500000000002,149.88958333333335,1039.0
14.250500000000002,161.87941666666666,749.0
14.250500000000002,173.86925000000002,554.0
14.250500000000002,185.85908333333333,376.0
14.250500000000002,197.8489166666667,261.0
14.250500000000002,209.83875,187.0
14.250500000000002,221.82858333333337,152.0
14.250500000000002,233.81841666666668,104.0
14.250500000000002,245.80825000000002,94.0
14.250500000000002,257.79808333333335,70.0
14.250500000000002,269.78791666666666,60.0
14.250500000000002,281.77774999999997,61.0
14.250500000000002,293.7675833333333,34.0
14.250500000000002,305.75741666666664,35.0
14.250500000000002,317.74725,37.0
14.250500000000002,329.7370833333333,35.0
14.250500000000002,341.7269166666666,24.0
14.250500000000002,353.71675,21.0
14.250500000000002,365.70658333333336,12.0
14.250500000000002,377.69641666666666,7.0
14.250500000000002,389.68625,1.0
14.250500000000002,401.6760833333333,9.0
14.250500000000002,413.66591666666665,6.0
14.250500000000002,425.65575,3.0
14.250500000000002,437.6455833333333,2.0
14.250500000000002,449.63541666666663,3.0
14.250500000000002,461.62525,3.0
14.250500000000002,473.61508333333336,4.0
14.250500000000002,485.60491666666667,6.0
14.250500000000002,497.59475,2.0
14.250500000000002,509.5845833333333,1.0
14.250500000000002,521.5744166666666,5.0
14.250500000000002,533.56425,1.0
14.250500000000002,545.5540833333333,3.0
14.250500000000002,581.5235833333334,1.0
14.250500000000002,605.50325,1.0
14.250500000000002,617.4930833333333,2.0
14.250500000000002,629.4829166666666,1.0
14.250500000000002,641.47275,1.0
14.250500000000002,653.4625833333333,1.0
14.250500000000002,665.4524166666666,2.0
14.250500000000002,689.4320833333334,1.0
14.250500000000002,701.4219166666667,1.0
14.250500000000002,713.41175,1.0
14.250500000000002,725.4015833333333,3.0
14.250500000000002,737.3914166666666,1.0
14.250500000000002,761.3710833333333,2.0
14.250500000000002,785.35075,1.0
14.250500000000002,821.32025,1.0
14.250500000000002,893.25925,1.0
14.250500000000002,953.2084166666666,1.0
14.250500000000002,1061.1169166666668,1.0
14.250500000000002,1169.0254166666668,1.0
15.749500000000001,29.991249999999997,30.0
15.749500000000001,41.98108333333333,166.0
15.749500000000001,53.97091666666667,2949.0
15.749500000000001,65.96074999999999,96335.0
15.749500000000001,77.95058333333333,212880.0
15.749500000000001,89.94041666666666,130631.0
15.749500000000001,101.93025,43046.0
15.749500000000001,113.92008333333334,14950.0
15.749500000000001,125.90991666666667,6606.0
15.749500000000001,137.89975,2978.0
15.749500000000001,149.88958333333335,1613.0
15.749500000000001,161.87941666666666,1007.0
15.749500000000001,173.86925000000002,725.0
15.749500000000001,185.85908333333333,501.0
15.749500000000001,197.8489166666667,395.0
15.749500000000001,209.83875,247.0
15.749500000000001,221.82858333333337,193.0
15.749500000000001,233.81841666666668,139.0
15.749500000000001,245.80825000000002,106.0
15.749500000000001,257.79808333333335,90.0
15.749500000000001,269.78791666666666,79.0
15.749500000000001,281.77774999999997,48.0
15.749500000000001,293.7675833333333,42.0
15.749500000000001,305.75741666666664,39.0
15.749500000000001,317.74725,38.0
15.749500000000001,329.7370833333333,34.0
15.749500000000001,341.7269166666666,34.0
15.749500000000001,353.71675,24.0
15.749500000000001,365.70658333333336,20.0
15.749500000000001,377.69641666666666,8.0
15.749500000000001,389.68625,13.0
15.749500000000001,401.6760833333333,11.0
15.749500000000001,413.66591666666665,14.0
15.749500000000001,425.65575,6.0
15.749500000000001,437.6455833333333,6.0
15.749500000000001,449.63541666666663,6.0
15.749500000000001,461.62525,5.0
15.749500000000001,473.61508333333336,5.0
15.749500000000001,485.60491666666667,1.0
15.749500000000001,497.59475,2.0
15.749500000000001,509.5845833333333,4.0
15.749500000000001,521.5744166666666,6.0
15.749500000000001,533.56425,1.0
15.749500000000001,545.5540833333333,2.0
15.749500000000001,557.5439166666666,5.0
15.749500000000001,569.5337499999999,2.0
15.749500000000001,581.5235833333334,1.0
15.749500000000001,593.5134166666667,1.0
15.749500000000001,605.50325,4.0
15.749500000000001,617.4930833333333,2.0
15.749500000000001,665.4524166666666,1.0
15.749500000000001,689.4320833333334,1.0
15.749500000000001,701.4219166666667,1.0
15.749500000000001,713.41175,1.0
15.749500000000001,737.3914166666666,1.0
15.749500000000001,749.38125,2.0
15.749500000000001,761.3710833333333,1.0
15.749500000000001,773.3609166666666,1.0
15.749500000000001,785.35075,1.0
15.749500000000001,809.3304166666667,1.0
15.749500000000001,857.28975,1.0
15.749500000000001,929.22875,1.0
17.2485,29.991249999999997,25.0
17.2485,41.98108333333333,85.0
17.2485,53.97091666666667,265.0
17.2485,65.96074999999999,15073.0
17.2485,77.95058333333333,85626.0
17.2485,89.94041666666666,88118.0
17.2485,101.93025,40337.0
17.2485,113.92008333333334,15413.0
17.2485,125.90991666666667,7259.0
17.2485,137.89975,3153.0
17.2485,149.88958333333335,1789.0
17.2485,161.87941666666666,1115.0
17.2485,173.86925000000002,772.0
17.2485,185.85908333333333,549.0
17.2485,197.8489166666667,408.0
17.2485,209.83875,308.0
17.2485,221.82858333333337,227.0
17.2485,233.81841666666668,172.0
17.2485,245.80825000000002,117.0
17.2485,257.79808333333335,86.0
17.2485,269.78791666666666,65.0
17.2485,281.77774999999997,70.0
17.2485,293.7675833333333,45.0
17.2485,305.75741666666664,40.0
17.2485,317.74725,36.0
17.2485,329.7370833333333,36.0
17.2485,341.7269166666666,27.0
17.2485,353.71675,27.0
17.2485,365.70658333333336,24.0
17.2485,377.69641666666666,16.0
17.2485,389.68625,12.0
17.2485,401.6760833333333,12.0
17.2485,413.66591666666665,14.0
17.2485,425.65575,6.0
17.2485,437.6455833333333,2.0
17.2485,449.63541666666663,4.0
17.2485,461.62525,6.0
17.2485,473.61508333333336,2.0
17.2485,485.60491666666667,4.0
17.2485,497.59475,1.0
17.2485,509.5845833333333,6.0
17.2485,521.5744166666666,5.0
17.2485,533.56425,5.0
17.2485,545.5540833333333,1.0
17.2485,557.5439166666666,3.0
17.2485,569.5337499999999,2.0
17.2485,581.5235833333334,2.0
17.2485,593.5134166666667,1.0
17.2485,605.50325,1.0
17.2485,617.4930833333333,2.0
17.2485,629.4829166666666,2.0
17.2485,641.47275,1.0
17.2485,653.4625833333333,3.0
17.2485,665.4524166666666,4.0
17.2485,689.4320833333334,1.0
17.2485,737.3914166666666,2.0
17.2485,761.3710833333333,2.0
17.2485,785.35075,1.0
17.2485,797.3405833333334,1.0
17.2485,821.32025,2.0
17.2485,845.2999166666666,1.0
17.2485,941.2185833333333,1.0
17.2485,1037.13725,1.0
17.2485,1049.1270833333333,1.0
17.2485,1085.0965833333335,1.0
17.2485,1121.0660833333332,1.0
18.747500000000002,29.991249999999997,10.0
18.747500000000002,41.98108333333333,54.0
18.747500000000002,53.97091666666667,133.0
18.747500000000002,65.96074999999999,2053.0
18.747500000000002,77.95058333333333,34323.0
18.747500000000002,89.94041666666666,77521.0
18.747500000000002,101.93025,53392.0
18.747500000000002,113.92008333333334,25500.0
18.747500000000002,125.90991666666667,11621.0
18.747500000000002,137.89975,4857.0
18.747500000000002,149.88958333333335,2591.0
18.747500000000002,161.87941666666666,1412.0
18.747500000000002,173.86925000000002,945.0
18.747500000000002,185.85908333333333,650.0
18.747500000000002,197.8489166666667,466.0
18.747500000000002,209.83875,334.0
18.747500000000002,221.82858333333337,287.0
18.747500000000002,233.81841666666668,168.0
18.747500000000002,245.80825000000002,154.0
18.747500000000002,257.79808333333335,123.0
18.747500000000002,269.78791666666666,101.0
18.747500000000002,281.77774999999997,82.0
18.747500000000002,293.7675833333333,51.0
18.747500000000002,305.75741666666664,41.0
18.747500000000002,317.74725,44.0
18.747500000000002,329.7370833333333,34.0
18.747500000000002,341.7269166666666,25.0
18.747500000000002,353.71675,24.0
18.747500000000002,365.70658333333336,27.0
18.747500000000002,377.69641666666666,15.0
18.747500000000002,389.68625,18.0
18.747500000000002,401.6760833333333,14.0
18.747500000000002,413.66591666666665,8.0
18.747500000000002,425.65575,6.0
18.747500000000002,437.6455833333333,4.0
18.747500000000002,449.63541666666663,13.0
18.747500000000002,461.62525,3.0
18.747500000000002,473.61508333333336,6.0
18.747500000000002,485.60491666666667,6.0
18.747500000000002,497.59475,3.0
18.747500000000002,509.5845833333333,2.0
18.747500000000002,521.5744166666666,5.0
18.747500000000002,533.56425,6.0
18.747500000000002,545.5540833333333,2.0
18.747500000000002,557.5439166666666,9.0
