country,year_week,total_runners,distance,duration
Greece,2020-3,22,11.857360655737704,68.1084699453552
Czechia,2020-3,40,13.264830985915493,68.53133802816902
Uganda,2020-3,1,15.584,102.98666666666668
Guernsey,2020-3,9,12.129375,68.57395833333334
Russia,2020-3,253,11.791760143198092,67.24174622116149
Nicaragua,2020-3,6,14.352916666666667,94.07013888888889
Sweden,2020-3,227,11.420921122994653,60.731283422459896
Israel,2020-3,41,14.030314516129032,76.21841397849462
Chile,2020-3,87,11.46923287671233,61.13921232876713
Bahamas,2020-3,1,16.59,86.0
Switzerland,2020-3,227,12.24470625,66.251875
Vietnam,2020-3,5,11.615714285714287,72.73452380952381
Andorra,2020-3,1,10.623333333333333,46.87777777777777
Mauritius,2020-3,1,7.05,40.03333333333333
Ivory Coast,2020-3,1,10.403333333333334,75.97222222222221
Monaco,2020-3,2,11.2825,56.6
Armenia,2020-3,2,12.120000000000001,62.43333333333334
Lithuania,2020-3,13,12.319744186046512,62.85348837209302
Moldova,2020-3,5,13.313933333333333,75.20444444444443
Honduras,2020-3,5,9.326,54.100833333333334
Poland,2020-3,123,12.65166966292135,66.48486891385768
Fiji,2020-3,1,7.8975,47.583333333333336
Colombia,2020-3,107,10.671979768786127,60.23121387283237
Latvia,2020-3,11,11.736315789473684,66.1530701754386
Sudan,2020-3,2,18.88111111111111,93.85555555555555
Philippines,2020-3,36,10.716329545454546,67.62537878787879
United Kingdom,2020-3,5428,10.893864122742457,58.54595293362773
Jamaica,2020-3,1,10.048333333333334,52.65
China,2020-3,252,13.947724528301888,83.03972746331236
Mexico,2020-3,274,10.521994026284348,59.514695340501795
Venezuela,2020-3,27,12.536552380952381,76.20333333333333
France,2020-3,696,12.073083870967741,64.65674110835401
Tunisia,2020-3,5,13.521875,73.06354166666667
El Salvador,2020-3,8,10.556666666666667,63.416666666666664
Egypt,2020-3,1,11.898333333333333,70.91388888888889
Iceland,2020-3,52,11.105833333333333,66.32876984126985
Panama,2020-3,30,10.2139375,62.00434027777778
Kosovo,2020-3,2,9.584999999999999,50.455555555555556
Bermuda,2020-3,4,10.424999999999999,62.38928571428571
Ukraine,2020-3,75,11.938728624535315,64.46071871127634
United States,2020-3,9997,11.635782205870504,62.26791587220596
Bulgaria,2020-3,4,8.899285714285714,51.55119047619048
India,2020-3,95,15.026433656957927,90.46132686084142
Paraguay,2020-3,6,11.1435,62.10166666666667
Kazakhstan,2020-3,7,10.701333333333334,69.14555555555556
Zimbabwe,2020-3,1,12.816333333333333,72.55
Slovakia,2020-3,22,12.748845070422535,76.19530516431925
Serbia,2020-3,16,11.999821428571428,63.88125
Barbados,2020-3,1,2.9133333333333336,19.605555555555554
Singapore,2020-3,117,11.511955399061032,68.30348200312989
Slovenia,2020-3,22,12.139822580645161,65.2284946236559
Nigeria,2020-3,10,13.27897435897436,82.56965811965811
Bolivia,2020-3,1,21.23,86.0
Afghanistan,2020-3,2,10.657142857142857,59.050000000000004
Botswana,2020-3,1,14.105,73.85
Australia,2020-3,458,12.002465209890742,64.88654399079931
Estonia,2020-3,6,13.383285714285714,77.26904761904761
Austria,2020-3,71,12.689839622641509,70.87861635220126
Norway,2020-3,398,12.150697501688049,65.92168579788431
Iran,2020-3,1,10.04,56.41666666666667
Malaysia,2020-3,54,12.239854430379747,76.93059071729958
Brunei,2020-3,1,3.69,20.266666666666666
Isle of Man,2020-3,11,9.336057692307692,45.771153846153844
Thailand,2020-3,218,12.642792,83.99530666666666
Ecuador,2020-3,27,9.68384,56.19177777777777
Ireland,2020-3,174,11.846521739130434,59.452495974235106
Dominican Republic,2020-3,35,9.607454545454544,58.468939393939394
Bosnia and Herzegovina,2020-3,2,8.78111111111111,59.579629629629636
Montenegro,2020-3,1,6.676666666666667,36.36111111111111
Mongolia,2020-3,1,8.51,54.25555555555555
Senegal,2020-3,1,11.032857142857143,51.35476190476191
Luxembourg,2020-3,23,11.344506849315069,60.78584474885845
Morocco,2020-3,2,12.771428571428572,67.17857142857143
Brazil,2020-3,505,10.625495524296676,58.470566922421135
Bahrain,2020-3,3,12.230625,66.61458333333333
Japan,2020-3,618,12.710848631239937,72.65276435856147
Turkey,2020-3,38,12.916053030303031,72.77070707070708
Taiwan,2020-3,226,14.22413654618474,80.74645247657295
Indonesia,2020-3,180,9.869256756756757,68.24639639639639
Kenya,2020-3,16,15.272338983050847,84.38163841807909
France,2020-4,684,12.558158737864078,66.87735436893205
Botswana,2020-4,1,15.676666666666668,78.42222222222222
Chile,2020-4,87,11.865657718120804,63.4190715883669
Latvia,2020-4,12,12.859230769230768,73.88461538461539
Lithuania,2020-4,12,12.488809523809524,63.06468253968254
New Zealand,2020-4,42,11.656758389261745,65.39742729306488
Czechia,2020-4,37,14.118153284671532,73.98442822384429
Jordan,2020-4,3,9.427777777777777,50.714814814814815
Cyprus,2020-4,12,11.63923076923077,65.15096153846153
Ecuador,2020-4,27,9.762297297297296,58.791666666666664
Sweden,2020-4,226,11.929003989361703,63.51429521276596
Moldova,2020-4,5,13.388666666666667,73.08444444444444
Estonia,2020-4,6,13.843761904761905,79.38888888888889
Jersey,2020-4,18,10.199253731343283,53.01791044776119
South Sudan,2020-4,1,9.44,65.0
Thailand,2020-4,225,11.142973228346456,72.40349081364829
Indonesia,2020-4,170,9.602944444444445,63.73834610472541
Guernsey,2020-4,12,11.750558823529412,66.25147058823529
Brunei,2020-4,1,7.7299999999999995,81.64166666666667
India,2020-4,76,11.00307264957265,68.1138888888889
Cayman Islands,2020-4,6,9.873333333333333,50.08888888888889
El Salvador,2020-4,8,10.452724137931035,60.327586206896555
Australia,2020-4,447,11.734536148062464,62.939117023327555
Gibraltar,2020-4,2,11.738333333333332,65.05555555555556
Israel,2020-4,36,13.808228070175439,73.87529239766081
Kenya,2020-4,15,15.90185185185185,86.82592592592593
Morocco,2020-4,1,8.01,38.65833333333333
China,2020-4,244,11.977971962616822,68.38297730307076
Netherlands,2020-4,621,11.918054298642533,64.41949472096532
Sudan,2020-4,2,12.8375,59.57083333333333
Panama,2020-4,26,10.697252631578948,63.51052631578948
Belgium,2020-4,159,12.529168,67.53236666666668
South Korea,2020-4,54,13.440097826086957,70.9695652173913
Barbados,2020-4,1,4.675,30.59166666666667
United States,2020-4,10043,11.781421411074321,63.070683374159906
Slovakia,2020-4,22,12.988341772151898,73.37594936708861
Brazil,2020-4,505,10.99743948220065,60.93610571736785
Namibia,2020-4,1,19.26,150.0
Serbia,2020-4,14,12.046851851851851,62.79351851851852
Trinidad and Tobago,2020-4,1,6.4,34.13333333333333
Greece,2020-4,19,12.031061538461538,70.61435897435898
Italy,2020-4,415,12.624220789685737,65.91500134300296
Finland,2020-4,33,12.404008547008548,65.82307692307693
Guatemala,2020-4,44,12.375389380530974,66.56784660766962
Colombia,2020-4,100,11.231984227129338,62.49737118822293
Nigeria,2020-4,11,10.783589743589744,67.291452991453
Zimbabwe,2020-4,1,12.31225,76.55833333333334
Poland,2020-4,125,12.88997494305239,68.11845102505694
Montenegro,2020-4,1,7.415,41.641666666666666
Uzbekistan,2020-4,1,5.4,38.35
Japan,2020-4,603,12.347677260273972,68.12377168949772
Argentina,2020-4,51,12.81955376344086,67.69964157706093
San Marino,2020-4,1,17.44333333333333,84.19444444444444
Bahrain,2020-4,3,12.389375000000001,66.49583333333334
Tunisia,2020-4,4,14.204285714285716,91.2547619047619
Myanmar,2020-4,2,13.172857142857142,71.82142857142857
Bahamas,2020-4,1,9.834999999999999,54.108333333333334
Monaco,2020-4,2,13.088333333333333,68.59722222222221
Anguilla,2020-4,1,7.486666666666667,47.088888888888896
Denmark,2020-4,228,12.548118438761778,63.136765365634815
Belarus,2020-4,17,12.168254237288137,71.44322033898304
Armenia,2020-4,3,7.406000000000001,37.916666666666664
Luxembourg,2020-4,24,11.527123287671234,62.16095890410959
Bulgaria,2020-4,4,8.86875,47.009375
Iceland,2020-4,50,11.619354430379747,68.9753164556962
Bosnia and Herzegovina,2020-4,2,9.13875,69.37083333333334
Uruguay,2020-4,4,17.46357142857143,75.91428571428571
Malaysia,2020-4,50,9.104,58.58923611111111
Portugal,2020-4,68,13.213367924528301,68.44693396226415
United Arab Emirates,2020-4,51,14.163151315789474,77.49364035087719
Paraguay,2020-4,5,10.405,63.17833333333333
South Africa,2020-4,115,11.753750636132317,67.82565733672604
Venezuela,2020-4,27,12.27201923076923,74.71474358974359
Singapore,2020-4,118,11.161246153846156,65.19059829059829
Egypt,2020-4,1,13.559999999999999,77.07666666666667
Russia,2020-4,249,12.24435891089109,69.26903877887788
Austria,2020-4,66,12.558911330049261,70.28062397372743
Cape Verde,2020-4,1,8.07,48.016666666666666
Uganda,2020-4,1,14.15,92.9
Ivory Coast,2020-4,1,11.5195,83.28333333333333
Senegal,2020-4,1,10.946666666666667,51.68888888888889
Malta,2020-4,2,10.83125,64.01458333333333
Turkey,2020-4,35,11.684408695652174,64.38710144927536
Hungary,2020-4,37,14.3672,79.83386666666667
Peru,2020-4,41,11.468097222222221,66.15902777777778
Mongolia,2020-4,1,8.05,53.3
Costa Rica,2020-4,114,11.123916243654824,60.50799492385787
Mexico,2020-4,274,10.466910377358492,60.24785770440252
Jamaica,2020-4,1,12.771666666666667,61.67777777777778
Germany,2020-4,1561,12.599974009096817,69.06839217385026
Canada,2020-4,897,12.210470821875955,65.95538751400346
Kosovo,2020-4,1,12.025,60.49166666666667
Ireland,2020-4,178,12.060926380368098,60.30414110429448
Taiwan,2020-4,210,11.52120465116279,66.25118863049094
Faroe Islands,2020-4,6,11.666818181818183,66.60227272727273
Lebanon,2020-4,1,16.044285714285714,85.47380952380952
Honduras,2020-4,5,10.749333333333334,57.09111111111111
Kuwait,2020-4,1,9.1,51.25833333333333
Ukraine,2020-4,79,12.241699633699634,67.18717948717948
Nicaragua,2020-4,7,13.747857142857143,92.02976190476191
Norway,2020-4,396,12.323715534633491,66.50633266083838
Croatia,2020-4,19,11.72904761904762,68.89246031746032
Dominican Republic,2020-4,38,10.634009345794391,64.25576323987539
Switzerland,2020-4,223,12.167046439628484,65.7279411764706
Isle of Man,2020-4,11,10.81913043478261,55.347101449275364
Andorra,2020-4,1,15.59,68.5
Vietnam,2020-4,5,9.3105,79.56296296296297
Azerbaijan,2020-4,3,7.765555555555555,52.35740740740741
Iran,2020-4,1,11.123333333333333,58.894444444444446
Afghanistan,2020-4,1,9.023333333333333,51.550000000000004
Saudi Arabia,2020-4,5,8.942142857142857,51.852380952380955
Angola,2020-4,4,14.430833333333332,66.74722222222222
Fiji,2020-4,1,7.654000000000001,43.95333333333333
Philippines,2020-4,39,9.95483695652174,62.66159420289855
Romania,2020-4,16,13.14590909090909,71.20113636363637
Kazakhstan,2020-4,9,10.983870967741936,67.0021505376344
Ghana,2020-4,2,13.693545454545454,67.82575757575756
Slovenia,2020-4,22,10.393623188405797,57.59685990338164
United Kingdom,2020-4,5384,11.082233718635466,59.25691476365003
Spain,2020-4,398,11.975324440619621,60.097590361445775
Bermuda,2020-4,2,10.336666666666668,55.49444444444444
Japan,2020-5,621,12.691007874015748,71.56236407949007
Germany,2020-5,1521,12.344010557723204,67.62714405936806
Singapore,2020-5,119,11.518407407407407,67.94386574074075
Mexico,2020-5,257,10.441986714975846,58.86535829307568
Iran,2020-5,1,7.010000000000001,37.383333333333326
Botswana,2020-5,1,16.6875,84.19583333333333
Malaysia,2020-5,58,10.954080745341615,70.99047619047619
Bahrain,2020-5,3,14.111818181818181,75.57727272727273
Tunisia,2020-5,4,13.245,72.19722222222222
Kazakhstan,2020-5,11,10.97884090909091,69.24204545454546
Gibraltar,2020-5,2,6.81,39.18888888888889
Romania,2020-5,15,11.202708333333334,61.13263888888889
San Marino,2020-5,1,16.271666666666665,74.9861111111111
Costa Rica,2020-5,119,11.485743842364533,62.479679802955665
Ivory Coast,2020-5,1,6.359666666666667,45.294444444444444
Norway,2020-5,390,12.222045584045585,66.22184235517568
Lebanon,2020-5,1,17.192857142857143,90.12142857142858
Ghana,2020-5,2,13.705000000000002,72.10333333333332
Egypt,2020-5,1,13.985800000000001,83.16333333333333
South Sudan,2020-5,1,20.97,135.0
Venezuela,2020-5,27,13.097103092783506,78.50481099656356
Angola,2020-5,3,14.627375,69.0875
Slovakia,2020-5,22,13.086962500000002,75.14812500000001
New Zealand,2020-5,44,11.442966887417217,63.30960264900662
Bosnia and Herzegovina,2020-5,2,12.7425,73.53958333333334
Russia,2020-5,246,11.478658690176323,65.68339630562552
Barbados,2020-5,1,5.483333333333334,166.51666666666668
United States,2020-5,10320,11.789579722100488,62.89933532692291
France,2020-5,668,12.479440162271805,66.6829107505071
Ireland,2020-5,171,12.045532591414945,60.34841017488077
Austria,2020-5,70,13.313604651162791,74.67178294573642
Sudan,2020-5,2,8.95125,44.11458333333333
Colombia,2020-5,108,10.606804804804804,58.63033033033034
Belarus,2020-5,20,12.148833333333332,71.06833333333334
Nigeria,2020-5,9,19.8824,122.32533333333333
Italy,2020-5,420,12.526455555555556,64.83185185185185
Spain,2020-5,404,12.351248025276462,62.56660084254871
Uganda,2020-5,1,23.808,137.04000000000002
Latvia,2020-5,11,12.13972972972973,68.3608108108108
Ecuador,2020-5,26,9.35048148148148,55.2835390946502
Croatia,2020-5,17,13.213333333333335,75.75037037037038
Anguilla,2020-5,1,5.22,29.53333333333333
Afghanistan,2020-5,2,8.634545454545455,52.57727272727273
Cayman Islands,2020-5,5,12.644761904761905,62.09285714285714
United Kingdom,2020-5,5341,11.296117629889084,60.85960984627359
Luxembourg,2020-5,21,12.57492957746479,66.3349765258216
Isle of Man,2020-5,10,10.794304347826086,55.47173913043478
Bermuda,2020-5,2,6.983333333333333,40.49722222222222
Philippines,2020-5,40,10.646174757281553,68.78090614886732
Saudi Arabia,2020-5,5,9.261176470588236,54.02647058823529
Vietnam,2020-5,8,11.556190476190476,81.31746031746032
Switzerland,2020-5,218,12.090168300653595,65.05024509803921
Nicaragua,2020-5,6,11.390384615384615,76.51410256410256
Ukraine,2020-5,81,12.896442105263157,70.20081871345029
Jordan,2020-5,2,10.758888888888889,60.974074074074075
Brunei,2020-5,1,12.17,93.92916666666667
Guernsey,2020-5,12,10.82809375,64.90364583333333
Portugal,2020-5,66,12.723110576923078,67.8818108974359
India,2020-5,84,12.922867647058823,77.21648284313726
Azerbaijan,2020-5,3,8.540000000000001,50.69761904761905
Lithuania,2020-5,12,13.520789473684209,69.24736842105263
Thailand,2020-5,227,12.474828267477204,85.61522289766971
Estonia,2020-5,5,14.334583333333335,79.17708333333333
Iceland,2020-5,51,11.803421052631577,70.08114035087719
Kuwait,2020-5,1,9.593333333333334,56.36666666666667
Honduras,2020-5,5,9.93,52.40416666666666
Bahamas,2020-5,1,9.2,50.05
Hungary,2020-5,37,13.115905511811023,72.78110236220473
Turkey,2020-5,36,12.82292380952381,71.46968253968254
Malta,2020-5,2,12.514,71.25333333333333
Jamaica,2020-5,1,14.428571428571429,66.43571428571428
Kosovo,2020-5,2,11.696666666666665,61.830555555555556
Peru,2020-5,41,11.33641059602649,63.868763796909484
Mongolia,2020-5,1,14.16,88.89166666666667
Senegal,2020-5,1,9.808,46.07333333333334
Armenia,2020-5,3,6.316,32.50416666666666
Dominican Republic,2020-5,38,10.35538053097345,62.12949852507374
Denmark,2020-5,235,12.286726683937824,64.09650259067358
Taiwan,2020-5,200,13.887455064194008,79.08147883975273
Faroe Islands,2020-5,6,11.22391304347826,64.98840579710145
Bulgaria,2020-5,3,8.6625,45.23472222222222
Uruguay,2020-5,5,15.549894736842104,69.22719298245613
Monaco,2020-5,1,12.565,62.94722222222222
Slovenia,2020-5,24,10.718526315789475,58.7061403508772
Paraguay,2020-5,6,11.027777777777779,62.80833333333333
South Africa,2020-5,117,11.467488607594937,66.77582278481013
United Arab Emirates,2020-5,52,11.328668874172184,60.74061810154526
Canada,2020-5,900,12.509802318486882,67.10420988407566
Andorra,2020-5,1,12.245000000000001,54.516666666666666
Serbia,2020-5,14,11.20067441860465,58.39263565891473
El Salvador,2020-5,9,11.554846153846155,68.61965811965811
Kenya,2020-5,14,17.40576,91.07133333333333
Chile,2020-5,85,12.305993377483443,66.9075055187638
Myanmar,2020-5,2,11.79125,61.664583333333326
Finland,2020-5,37,12.676177966101696,66.45748587570621
Zimbabwe,2020-5,1,12.2665,69.52777777777777
Cyprus,2020-5,13,12.76195652173913,70.6804347826087
Greece,2020-5,20,12.420573529411765,72.2436274509804
Poland,2020-5,125,13.008191685912239,70.09591993841417
Montenegro,2020-5,1,5.929666666666667,30.561111111111114
Sweden,2020-5,232,12.248384937238495,64.86143654114366
Brazil,2020-5,501,11.144011942174732,61.1736119840771
Netherlands,2020-5,616,12.39365170556553,67.39626969878317
Jersey,2020-5,18,9.846915254237288,52.39604519774011
Israel,2020-5,39,14.402753968253968,80.77156084656085
Guatemala,2020-5,39,10.894936936936936,61.04204204204204
China,2020-5,235,13.032291719745222,82.05426751592357
Argentina,2020-5,49,12.86213440860215,67.08682795698924
Panama,2020-5,27,11.018042553191489,64.79042553191489
Australia,2020-5,448,11.840793588301462,64.00175290588676
Czechia,2020-5,37,13.352673758865249,69.66985815602837
Belgium,2020-5,158,12.669399590163936,68.01372950819672
Moldova,2020-5,5,13.09769230769231,75.35512820512821
Indonesia,2020-5,168,9.992709349593497,65.9865514905149
Morocco,2020-5,2,13.345,66.17083333333333
South Korea,2020-5,60,13.296544186046512,69.52248062015504
Faroe Islands,2020-6,6,13.004333333333333,75.24722222222222
Bahamas,2020-6,1,8.115,43.24166666666667
Ukraine,2020-6,77,12.448597864768683,69.19739027283511
Jersey,2020-6,15,11.577687500000001,58.94965277777778
Slovakia,2020-6,22,13.226363636363637,76.63290043290044
Netherlands,2020-6,609,12.059992878338278,65.07051434223541
Senegal,2020-6,1,5.92,29.929166666666667
Germany,2020-6,1570,12.90497923569693,71.05073632280391
Angola,2020-6,2,17.61090909090909,80.27727272727272
El Salvador,2020-6,8,11.986774193548387,68.41182795698924
Ivory Coast,2020-6,1,10.12,75.39444444444445
South Korea,2020-6,60,12.50030303030303,66.5797138047138
Malta,2020-6,2,12.5078,71.08500000000001
San Marino,2020-6,1,14.254,63.44666666666667
Jamaica,2020-6,1,13.002857142857142,65.28571428571429
Denmark,2020-6,234,12.677235457063713,64.24725300092335
Slovenia,2020-6,25,11.73183950617284,66.64958847736625
United Arab Emirates,2020-6,51,12.316246835443039,66.94599156118144
Zimbabwe,2020-6,1,19.0625,105.975
Japan,2020-6,603,12.308313896457767,70.06423251589464
Andorra,2020-6,1,11.21,47.61666666666667
Czechia,2020-6,39,14.213639705882354,75.29460784313724
Egypt,2020-6,1,14.496,85.02000000000001
Croatia,2020-6,16,12.589717948717949,71.62307692307692
South Sudan,2020-6,1,7.765,54.25833333333333
Fiji,2020-6,1,5.833333333333333,38.69444444444445
Lithuania,2020-6,12,15.00891304347826,75.3036231884058
Dominican Republic,2020-6,39,10.572433628318583,62.61430678466077
Barbados,2020-6,1,6.66,38.25
Myanmar,2020-6,3,12.545,76.345
Singapore,2020-6,119,11.850139072847682,68.7487122884474
France,2020-6,677,12.613499036608863,66.9874357739242
Luxembourg,2020-6,20,13.243333333333332,68.09009661835748
Ecuador,2020-6,27,10.067818181818181,57.057575757575755
Afghanistan,2020-6,2,8.607777777777777,48.77407407407408
Russia,2020-6,242,11.690590163934427,66.36061370323665
Estonia,2020-6,6,15.078000000000001,82.47307692307693
Saudi Arabia,2020-6,6,15.4,103.47291666666666
East Timor,2020-6,1,9.72,66.0
Finland,2020-6,35,12.560154471544715,66.25081300813008
Cyprus,2020-6,13,11.998260869565216,65.30072463768116
South Africa,2020-6,114,12.378748633879782,71.2318306010929
Serbia,2020-6,15,10.744124999999999,57.06284722222222
Vietnam,2020-6,9,9.767842105263158,61.27543859649123
Bahrain,2020-6,2,9.032714285714286,49.69285714285714
Sudan,2020-6,2,6.608333333333333,35.53055555555556
Malaysia,2020-6,59,10.20893370165746,68.0938305709024
China,2020-6,232,12.509482666666665,77.22724444444445
Turkey,2020-6,40,12.955865546218488,76.10756302521008
Bulgaria,2020-6,3,9.115,50.13055555555555
Taiwan,2020-6,209,12.682640692640692,72.1645262145262
Moldova,2020-6,4,15.30125,85.76770833333333
Portugal,2020-6,64,13.109339449541283,70.85573394495412
Paraguay,2020-6,6,9.264736842105263,53.878070175438594
Iceland,2020-6,52,11.27137142857143,68.11361904761905
Isle of Man,2020-6,12,10.149104166666666,50.70347222222222
Greece,2020-6,19,12.388345454545455,69.72
Cayman Islands,2020-6,5,14.64095,76.40916666666666
Brunei,2020-6,1,9.73,48.0
Thailand,2020-6,218,12.618483552631579,81.72686403508771
India,2020-6,89,13.1485923566879,82.06640127388535
Latvia,2020-6,13,13.579225,78.42416666666666
Australia,2020-6,458,12.165467441860464,65.41831395348837
Anguilla,2020-6,1,5.07,34.65
Brazil,2020-6,518,11.312334608030593,61.84263862332696
Gibraltar,2020-6,2,8.83875,54.168749999999996
Colombia,2020-6,114,11.207893557422969,62.987675070028004
New Zealand,2020-6,42,11.80065986394558,64.66133786848073
Kenya,2020-6,14,17.858125,94.80555555555556
Kosovo,2020-6,1,12.3675,60.02916666666667
Hungary,2020-6,35,13.935285714285714,76.8124649859944
Switzerland,2020-6,222,12.524734375,66.95455729166666
Nicaragua,2020-6,7,12.028387096774193,79.48924731182795
Jordan,2020-6,3,9.412142857142857,55.33333333333333
Sweden,2020-6,218,12.73244398340249,67.47427385892117
Azerbaijan,2020-6,3,10.977,86.79761904761904
Philippines,2020-6,39,10.339315789473684,66.93140350877194
United Kingdom,2020-6,5222,11.429685387704666,60.55099680774379
Argentina,2020-6,47,12.906016574585635,66.71012891344382
Honduras,2020-6,4,11.858571428571429,69.82857142857144
Belgium,2020-6,162,12.749461052631577,67.76294736842105
Guatemala,2020-6,40,12.087330578512397,67.37258953168043
Monaco,2020-6,1,14.616666666666667,73.54722222222222
Israel,2020-6,36,15.563033898305086,81.93206214689266
Uzbekistan,2020-6,1,8.48,57.16666666666666
Poland,2020-6,127,12.786064159292037,66.34841445427729
Uruguay,2020-6,5,11.005789473684212,52.53947368421053
Chile,2020-6,88,12.585867313915857,67.4901294498382
Canada,2020-6,888,12.382001256281407,66.44111704355109
Peru,2020-6,42,11.340506756756756,63.75472972972973
Armenia,2020-6,2,11.146,59.57666666666667
Lebanon,2020-6,1,17.144285714285715,88.98333333333333
Italy,2020-6,426,12.919883487654323,67.2625
Bermuda,2020-6,3,9.734142857142857,53.12380952380953
Guernsey,2020-6,10,10.144333333333332,64.55444444444444
Ireland,2020-6,170,11.990856435643565,60.53971397139714
Iran,2020-6,1,11.409999999999998,62.166666666666664
Norway,2020-6,378,12.082807220216605,64.98472924187726
Venezuela,2020-6,26,12.533490566037736,72.52625786163522
Bosnia and Herzegovina,2020-6,2,10.617777777777778,67.30925925925925
United States,2020-6,10132,12.089074152372287,64.62002997136663
Uganda,2020-6,1,26.3325,203.25
Romania,2020-6,14,12.522,69.94208333333333
Belarus,2020-6,19,13.06952380952381,74.75291005291005
Austria,2020-6,69,13.003205607476636,73.4165109034268
Costa Rica,2020-6,116,11.886661764705883,63.67888071895425
Indonesia,2020-6,180,10.247185840707964,68.44106194690265
Mexico,2020-6,264,11.02083859223301,61.55928398058252
Ghana,2020-6,2,13.571111111111112,70.45
Panama,2020-6,32,10.345831683168317,60.57343234323432
Montenegro,2020-6,1,4.79,29.391666666666666
Kazakhstan,2020-6,10,12.556341463414633,73.44715447154472
Spain,2020-6,422,12.288660290742158,62.7163351185922
Morocco,2020-6,1,13.235,64.93333333333334
Nigeria,2020-6,10,16.056129032258063,104.63548387096773
Tunisia,2020-6,4,15.263076923076925,78.7897435897436
Botswana,2020-6,1,13.535,61.541666666666664
Nicaragua,2020-7,7,11.24796,81.78666666666668
Norway,2020-7,394,11.816215162454874,63.34658243080626
Monaco,2020-7,1,15.58,76.625
Nigeria,2020-7,9,10.32257894736842,69.03684210526316
Japan,2020-7,602,13.642929903900509,77.81374599585453
Faroe Islands,2020-7,6,12.546666666666667,74.72916666666667
Peru,2020-7,42,11.019473684210526,62.2858552631579
Canada,2020-7,883,12.50137033552838,67.31758649524407
Uruguay,2020-7,4,10.633411764705883,52.15588235294118
Egypt,2020-7,1,15.251999999999999,88.95333333333333
Honduras,2020-7,3,9.69818181818182,49.98787878787879
United Kingdom,2020-7,5085,11.670617468179824,62.10352686688821
Guernsey,2020-7,10,13.215481481481481,80.29012345679013
Lithuania,2020-7,14,15.716000000000001,78.06805555555556
Switzerland,2020-7,215,12.387129746835443,66.62674050632911
Kazakhstan,2020-7,10,12.457342105263159,74.20921052631579
Jordan,2020-7,3,11.565000000000001,69.26
Ecuador,2020-7,26,10.434078947368421,59.602631578947374
Vietnam,2020-7,8,9.111526315789474,54.99210526315789
Philippines,2020-7,38,9.409865979381443,62.18745704467354
Saudi Arabia,2020-7,5,11.563684210526317,68.57982456140351
Kuwait,2020-7,1,11.255,65.87916666666666
Singapore,2020-7,118,12.182350835322195,72.46869530628481
United Arab Emirates,2020-7,51,11.812109090909091,65.32838383838383
Tunisia,2020-7,4,11.596357142857142,67.35238095238095
Bosnia and Herzegovina,2020-7,2,12.872375,75.56875
South Africa,2020-7,118,11.904625336927223,69.92367475292004
Iran,2020-7,1,26.54,178.0
Malta,2020-7,2,12.367777777777778,70.38148148148149
Panama,2020-7,30,10.194373626373626,60.08553113553113
Armenia,2020-7,2,6.503333333333333,29.688888888888886
Bahrain,2020-7,3,13.509,90.20666666666668
Bermuda,2020-7,3,10.533333333333333,57.33611111111111
Luxembourg,2020-7,19,13.748285714285714,73.49261904761904
