country,year_week,total_runners,distance,duration
Cayman Islands,2019-17,5,10.352941176470589,50.029411764705884
Ireland,2019-17,177,12.411357142857142,63.12818452380952
Turkey,2019-17,42,10.93584210526316,63.96503759398497
Malta,2019-17,2,10.752857142857144,60.13809523809524
France,2019-17,668,13.434271195652174,75.92791666666666
United States,2019-17,10557,11.197784740473061,60.610049368520954
South Africa,2019-17,104,12.140723905723906,72.5973063973064
Romania,2019-17,16,11.767118644067796,63.29943502824859
El Salvador,2019-17,9,10.461612903225806,64.35645161290323
Thailand,2019-17,228,11.0556228748068,76.88580628541989
Germany,2019-17,1621,13.780094873431185,75.71516698574771
Uganda,2019-17,1,11.11,73.5
United Kingdom,2019-17,5924,14.402629010936185,79.56367223490766
Faroe Islands,2019-17,7,15.334538461538461,84.41153846153846
Afghanistan,2019-17,3,12.156666666666666,84.95277777777777
Botswana,2019-17,1,15.845,77.525
Egypt,2019-17,1,5.01,26.516666666666666
Vietnam,2019-17,6,6.600625,45.77708333333333
Bahamas,2019-17,1,6.489999999999999,36.5
Kosovo,2019-17,1,12.1425,64.63749999999999
Montenegro,2019-17,3,7.956666666666667,52.49444444444444
Peru,2019-17,41,13.374764285714287,74.15047619047618
Sudan,2019-17,1,12.043333333333335,69.71111111111111
China,2019-17,251,11.268868347338936,70.7217086834734
Czechia,2019-17,40,14.18786524822695,73.04432624113475
Ecuador,2019-17,22,10.627895522388059,62.646517412935324
Bahrain,2019-17,3,17.25,97.39583333333334
Fiji,2019-17,1,10.02,59.68333333333333
Russia,2019-17,265,12.158283482142858,68.9594494047619
Jamaica,2019-17,1,10.120000000000001,46.391666666666666
Ivory Coast,2019-17,1,43.91,338.0
Tunisia,2019-17,3,11.04375,71.71875
Myanmar,2019-17,2,12.3075,69.99166666666666
Suriname,2019-17,1,10.02,57.833333333333336
Philippines,2019-17,38,10.445946808510637,69.43652482269503
Iceland,2019-17,57,12.878891025641025,74.6636752136752
Croatia,2019-17,20,11.865274509803921,72.98986928104576
Greece,2019-17,20,10.290966101694917,57.75847457627118
Laos,2019-17,1,8.33,45.75
Slovenia,2019-17,21,12.291470588235295,65.65367647058824
Jordan,2019-17,3,10.651,62.375
Denmark,2019-17,246,13.40106871165644,67.72795501022495
Panama,2019-17,24,9.6964,58.27928571428571
Namibia,2019-17,1,5.0,29.25
Canada,2019-17,940,11.888621356244247,62.980561521939244
Hungary,2019-17,35,13.164787401574804,72.48188976377953
Kazakhstan,2019-17,10,11.5976,73.32555555555557
Norway,2019-17,444,12.283098371335505,67.16008686210641
Ukraine,2019-17,79,11.662917647058823,63.9840522875817
Moldova,2019-17,2,16.094,92.78999999999999
Venezuela,2019-17,25,12.621898734177215,77.08080168776371
Uzbekistan,2019-17,1,8.0425,48.545833333333334
Nicaragua,2019-17,7,8.1,52.046913580246915
Cyprus,2019-17,16,12.045208333333333,68.43611111111112
Estonia,2019-17,9,15.801475,105.36749999999999
Dominican Republic,2019-17,42,8.772546875,53.6140625
Portugal,2019-17,65,13.282188775510205,74.72142857142858
Taiwan,2019-17,213,11.135480421686747,66.59794176706828
Brazil,2019-17,517,11.959449899125758,67.17684375700514
Singapore,2019-17,120,11.367550684931507,66.72890410958904
Zimbabwe,2019-17,1,8.754,51.67999999999999
Sweden,2019-17,228,13.269834492350487,71.78275382475661
Gibraltar,2019-17,1,42.82,372.0
Anguilla,2019-17,1,9.09,86.2
Kenya,2019-17,11,13.244411764705882,72.69117647058823
New Zealand,2019-17,42,13.619385135135136,80.17860360360359
Argentina,2019-17,50,12.450608108108108,65.52556306306306
Nigeria,2019-17,11,12.706172413793103,82.1764367816092
Israel,2019-17,42,12.424141843971633,67.0630023640662
Netherlands,2019-17,632,11.644807142857143,63.74944444444444
Poland,2019-17,121,12.983366583541146,69.09413965087282
Lithuania,2019-17,14,13.134541666666665,63.58368055555555
Bosnia and Herzegovina,2019-17,3,8.22,52.5025641025641
Belarus,2019-17,21,13.66622077922078,78.89437229437229
Latvia,2019-17,12,14.54160465116279,78.17868217054264
Serbia,2019-17,17,10.525942307692308,56.50128205128205
Honduras,2019-17,6,6.833181818181819,39.15681818181818
Bulgaria,2019-17,5,12.335333333333333,69.77444444444446
South Korea,2019-17,67,12.130534313725489,65.35032679738562
Colombia,2019-17,106,11.635084905660378,66.42625786163522
Armenia,2019-17,2,10.36125,43.83958333333334
Mexico,2019-17,261,9.741586387434555,56.297404013961604
Morocco,2019-17,2,10.574142857142858,45.92142857142857
Indonesia,2019-17,193,9.968140221402214,68.07484624846248
Australia,2019-17,437,12.185101108936724,66.23131115459883
Austria,2019-17,74,12.657172727272727,71.58954545454546
East Timor,2019-17,1,12.97,69.0
Barbados,2019-17,1,10.809999999999999,71.27666666666667
San Marino,2019-17,1,15.043333333333331,69.68611111111112
Costa Rica,2019-17,113,10.697985754985755,59.09966761633429
Bolivia,2019-17,1,9.866666666666667,53.6
Finland,2019-17,38,12.36548854961832,65.76106870229007
United Arab Emirates,2019-17,51,12.419526717557252,71.51412213740458
Switzerland,2019-17,230,13.145367559523809,69.63509424603174
Paraguay,2019-17,3,10.832500000000001,59.213888888888896
Chile,2019-17,76,10.677621004566209,62.75243531202435
Japan,2019-17,572,11.399821788836583,67.59092131809011
Senegal,2019-17,1,7.256666666666667,35.97222222222222
Monaco,2019-17,2,10.9925,55.52083333333333
Ghana,2019-17,1,13.743333333333334,66.39444444444445
Saudi Arabia,2019-17,6,14.455,88.78333333333335
Spain,2019-17,422,12.66740545144804,66.10262634866554
Isle of Man,2019-17,11,13.849576923076922,72.60416666666666
Andorra,2019-17,1,8.93,47.78333333333333
Slovakia,2019-17,25,13.951326315789473,76.93087719298245
Italy,2019-17,426,14.25486403861625,78.57237865379457
Mongolia,2019-17,1,1.83,12.033333333333331
Liechtenstein,2019-17,1,8.06,45.13333333333333
Jersey,2019-17,18,12.883999999999999,65.87333333333333
Angola,2019-17,2,8.703999999999999,41.82666666666667
Lebanon,2019-17,1,13.254,70.49
Azerbaijan,2019-17,3,10.917499999999999,68.16250000000001
India,2019-17,79,10.670911016949153,70.25402542372882
Belize,2019-17,1,4.95,42.56666666666667
Guatemala,2019-17,38,11.760443396226416,64.84528301886793
Iran,2019-17,1,17.560000000000002,97.5
Belgium,2019-17,178,13.18314859437751,73.11743641231593
Uruguay,2019-17,4,11.752416666666667,66.58472222222223
Malaysia,2019-17,59,10.8323698630137,69.1291095890411
Bermuda,2019-17,4,13.38625,75.61875
Guernsey,2019-17,11,15.223333333333333,88.86296296296297
Switzerland,2019-18,240,11.510760432766617,62.61331787738279
Taiwan,2019-18,208,11.285801232665639,67.54327170005136
Slovenia,2019-18,22,11.470957746478874,62.298826291079806
Senegal,2019-18,1,8.39,41.016666666666666
Bosnia and Herzegovina,2019-18,3,8.492153846153846,56.76794871794872
Bolivia,2019-18,1,7.803333333333334,40.516666666666666
Egypt,2019-18,1,6.39,38.07222222222222
Moldova,2019-18,2,15.344999999999999,81.06944444444444
Nigeria,2019-18,10,10.84032258064516,73.18387096774192
Portugal,2019-18,61,11.829717391304348,71.02798913043478
Kosovo,2019-18,1,12.58,63.85
Cayman Islands,2019-18,3,6.147,36.02833333333333
Uruguay,2019-18,4,9.910818181818183,58.971212121212126
Czechia,2019-18,41,14.335722627737226,73.70936739659366
Costa Rica,2019-18,113,10.096102409638554,56.99312248995984
Laos,2019-18,1,6.2,34.46666666666667
Austria,2019-18,76,12.98903317535545,71.3452606635071
Morocco,2019-18,2,12.11,55.21666666666666
Isle of Man,2019-18,12,10.708021739130436,56.574999999999996
Estonia,2019-18,10,15.429606060606062,84.97070707070706
Botswana,2019-18,1,11.6,53.04166666666667
Bahamas,2019-18,1,9.14,48.75
Zimbabwe,2019-18,1,11.426,63.5
Philippines,2019-18,35,10.473021739130434,71.48550724637681
Italy,2019-18,400,12.439634666666667,67.80802962962963
Suriname,2019-18,1,10.12,50.0
Guernsey,2019-18,6,11.852272727272727,69.81969696969696
Chile,2019-18,83,10.443876068376069,59.97250712250712
Luxembourg,2019-18,23,11.944650602409638,64.55301204819277
Mexico,2019-18,266,10.109599499374218,58.08544013350021
Slovakia,2019-18,23,13.072772151898734,73.38902953586498
Poland,2019-18,117,12.552119241192411,65.27177055103884
Greece,2019-18,23,11.054235294117646,66.33823529411765
Latvia,2019-18,10,12.263142857142856,65.85666666666665
Belize,2019-18,1,5.13,41.333333333333336
Vietnam,2019-18,4,10.479166666666666,72.27222222222223
Sudan,2019-18,2,16.05625,96.83125
Myanmar,2019-18,2,9.677777777777777,52.512962962962966
Kenya,2019-18,11,11.561290322580644,62.69516129032258
Andorra,2019-18,1,10.503333333333332,52.81111111111111
Turkey,2019-18,41,11.722326797385621,64.13355119825708
United States,2019-18,10347,11.134648697114038,60.47216447184085
Russia,2019-18,268,12.388782988004362,72.80098146128681
Fiji,2019-18,1,7.920000000000001,47.72777777777778
Israel,2019-18,44,11.766676691729323,63.28947368421053
Kazakhstan,2019-18,11,11.813966666666666,76.88944444444445
Malta,2019-18,2,11.43375,68.68958333333333
Bermuda,2019-18,3,8.54888888888889,48.75555555555556
Nicaragua,2019-18,7,11.005925925925924,68.52654320987655
Uganda,2019-18,1,7.205,47.49166666666667
Azerbaijan,2019-18,3,10.17909090909091,64.94393939393939
Norway,2019-18,430,11.829836448598131,66.34393635959056
Armenia,2019-18,3,13.22888888888889,60.40555555555555
Hungary,2019-18,35,12.948392857142858,71.30044642857142
Gibraltar,2019-18,1,6.91,37.86666666666667
Honduras,2019-18,6,9.226842105263158,49.511403508771934
Afghanistan,2019-18,3,7.664,40.519999999999996
China,2019-18,253,11.28122659430122,72.95404794210764
Iran,2019-18,1,6.6899999999999995,40.30833333333334
India,2019-18,80,10.476019157088123,69.18429118773946
Jersey,2019-18,18,14.24162962962963,82.29166666666667
Lebanon,2019-18,1,8.05,40.03333333333333
Belgium,2019-18,171,12.910945330296126,68.84479878511769
Spain,2019-18,398,11.217720142602495,60.763071895424844
Ecuador,2019-18,20,9.009611111111111,55.46141975308642
Saudi Arabia,2019-18,4,6.002000000000001,37.345
Montenegro,2019-18,2,10.771666666666667,62.91388888888889
Peru,2019-18,43,12.081506578947367,66.10767543859649
Guatemala,2019-18,39,11.061619047619049,61.600158730158725
Angola,2019-18,4,11.291111111111112,54.16851851851852
Thailand,2019-18,231,9.565744186046512,66.58080103359174
Jamaica,2019-18,1,14.111428571428572,61.06904761904762
Dominican Republic,2019-18,42,8.980710743801652,53.58512396694215
Bahrain,2019-18,3,7.3575,38.65625
Romania,2019-18,17,12.643898305084745,77.15903954802259
Brazil,2019-18,501,11.503209666439755,64.36411390968912
Namibia,2019-18,1,9.5,69.0
Croatia,2019-18,17,11.244954545454545,63.14734848484848
Canada,2019-18,942,12.325757783312579,65.79378891656289
Panama,2019-18,24,9.594653333333333,57.983555555555554
South Africa,2019-18,103,13.390552050473188,78.21019978969505
South Korea,2019-18,64,10.507125,60.6689393939394
Belarus,2019-18,19,13.837285714285715,77.4595238095238
Monaco,2019-18,2,11.5825,61.3
Singapore,2019-18,112,11.007642458100559,68.58063314711359
Australia,2019-18,439,11.742893384714195,63.543459644615716
Barbados,2019-18,1,9.5875,55.50416666666667
Indonesia,2019-18,185,9.437301255230125,65.96914225941423
Trinidad and Tobago,2019-18,1,11.636666666666665,67.32222222222224
Brunei,2019-18,1,4.99,24.5
United Arab Emirates,2019-18,46,10.329247933884297,60.781680440771346
Japan,2019-18,635,12.85883993902439,82.4225948509485
Paraguay,2019-18,3,8.256181818181817,48.44848484848485
Lithuania,2019-18,13,12.495538461538462,67.17339743589743
Mauritius,2019-18,1,8.445,53.09166666666667
Colombia,2019-18,102,10.203954385964913,58.167719298245615
Faroe Islands,2019-18,6,10.58211111111111,56.38425925925926
Sweden,2019-18,228,12.170975988700564,64.58768832391713
Argentina,2019-18,49,12.053279503105589,65.74875776397515
Netherlands,2019-18,612,11.292954059156703,62.30264317180617
New Zealand,2019-18,49,12.820256756756756,68.0722972972973
Bulgaria,2019-18,5,9.852307692307692,54.80128205128205
Ghana,2019-18,2,9.09625,46.16458333333333
Malaysia,2019-18,58,10.000598639455783,71.44977324263039
Serbia,2019-18,15,11.2664,61.48111111111111
Finland,2019-18,38,11.652115044247788,62.791002949852505
San Marino,2019-18,1,11.192499999999999,52.2
Denmark,2019-18,245,12.970856760374833,65.71024096385543
Tunisia,2019-18,5,12.316666666666666,73.41666666666667
East Timor,2019-18,1,13.0,71.0
El Salvador,2019-18,9,10.949310344827586,67.19885057471264
Ireland,2019-18,164,11.676535922330098,58.43349514563107
Cyprus,2019-18,15,10.3676,56.61233333333334
Uzbekistan,2019-18,1,8.11,42.355555555555554
France,2019-18,646,12.430608769931663,69.67972665148064
United Kingdom,2019-18,5052,9.839273157693777,54.091279114165715
Iceland,2019-18,57,11.419622641509434,70.24308176100628
Germany,2019-18,1552,12.706106577052328,70.16989918386942
Ukraine,2019-18,81,11.36947670250896,62.751373954599764
Jordan,2019-18,4,9.936125,60.97708333333334
Venezuela,2019-18,20,9.258490566037736,62.619496855345915
Jordan,2019-19,4,9.268666666666666,55.63444444444444
Malaysia,2019-19,52,8.41246913580247,54.91625514403292
Ghana,2019-19,2,12.953636363636365,69.74545454545455
Poland,2019-19,119,12.016581863979848,62.216960537363555
China,2019-19,263,11.536729916897507,74.02518467220683
Argentina,2019-19,51,12.143451219512196,70.2530487804878
Afghanistan,2019-19,2,8.855,47.15833333333333
Netherlands,2019-19,625,11.103808219178083,59.97289331672893
Portugal,2019-19,58,11.612671874999998,65.1796875
New Zealand,2019-19,47,11.495841379310344,63.30379310344827
Turkey,2019-19,40,11.198727272727274,63.3413752913753
Bulgaria,2019-19,5,9.997266666666667,54.32111111111111
France,2019-19,671,12.587089417091114,70.77542916430862
Sudan,2019-19,1,20.066666666666666,116.85000000000001
Estonia,2019-19,10,13.455588235294117,73.33725490196079
Bermuda,2019-19,5,9.647692307692308,55.508974358974356
Sweden,2019-19,239,11.22994542974079,58.42778535698044
Belarus,2019-19,19,12.591333333333333,78.26237373737374
Tunisia,2019-19,4,8.938571428571429,49.80952380952381
Guernsey,2019-19,9,11.195384615384615,67.56474358974359
Slovakia,2019-19,27,13.373738636363635,77.76818181818182
Serbia,2019-19,15,10.499347826086955,55.75434782608695
Bosnia and Herzegovina,2019-19,3,8.189166666666667,48.854166666666664
Honduras,2019-19,5,8.89578947368421,47.602631578947374
Taiwan,2019-19,207,10.777064263322885,63.57055903866248
Mexico,2019-19,262,9.576856031128406,56.082576740164285
Israel,2019-19,44,13.010781021897811,70.97907542579075
Malta,2019-19,2,10.47,56.67999999999999
Faroe Islands,2019-19,7,12.614736842105264,64.58771929824562
Ireland,2019-19,165,10.862372727272728,55.393757575757576
Singapore,2019-19,117,10.523869451697127,63.38933855526545
Philippines,2019-19,38,8.430881188118812,58.32343234323432
Morocco,2019-19,3,13.0825,61.862500000000004
Austria,2019-19,72,11.675116504854369,63.877831715210355
Australia,2019-19,447,11.673250000000001,61.66228395061728
Barbados,2019-19,2,10.263333333333334,63.05555555555556
Costa Rica,2019-19,111,10.212375757575757,57.63747474747474
East Timor,2019-19,1,13.09,72.5
Lithuania,2019-19,12,12.637733333333333,67.30703703703703
Belgium,2019-19,172,12.378110416666667,65.75319444444445
Nigeria,2019-19,9,10.855357142857143,68.88809523809523
Trinidad and Tobago,2019-19,1,17.7,104.79166666666666
Angola,2019-19,3,12.194999999999999,58.30833333333334
Gibraltar,2019-19,2,8.258571428571429,47.102380952380955
Indonesia,2019-19,174,8.846369519832985,59.52477383437717
Brunei,2019-19,1,7.015,35.71666666666667
Colombia,2019-19,103,10.395271241830065,58.31628540305011
Botswana,2019-19,1,14.883333333333333,72.00555555555555
Armenia,2019-19,1,15.047142857142857,64.74285714285715
Paraguay,2019-19,3,10.405,58.5125
Moldova,2019-19,4,14.527142857142858,92.12619047619047
Chile,2019-19,81,10.141193277310924,54.462324929971984
Kenya,2019-19,11,11.20640476190476,61.346428571428575
Germany,2019-19,1562,12.181814169570266,66.79644212156407
United Arab Emirates,2019-19,50,9.505878378378378,57.229729729729726
Switzerland,2019-19,244,12.057995398773006,65.18974948875255
Bahamas,2019-19,1,14.06,80.19444444444444
Suriname,2019-19,1,18.56,107.0
Bolivia,2019-19,1,9.566666666666668,50.944444444444436
Senegal,2019-19,1,7.484999999999999,38.00833333333334
Japan,2019-19,629,12.275474019088017,76.26759455638035
Monaco,2019-19,2,8.53,45.59666666666667
Venezuela,2019-19,26,9.14440506329114,56.574261603375525
Spain,2019-19,406,11.143545215100966,60.0997512437811
Nicaragua,2019-19,6,11.593076923076923,72.81602564102565
Panama,2019-19,24,8.99318309859155,52.60492957746479
Saudi Arabia,2019-19,4,5.890909090909091,37.01363636363636
Croatia,2019-19,15,12.718054054054054,79.89414414414415
Czechia,2019-19,37,11.842911764705882,60.27549019607844
United Kingdom,2019-19,5397,10.510515489220564,57.63420674405749
Russia,2019-19,266,12.348705426356588,70.76092654115911
South Africa,2019-19,104,12.463075757575757,73.10853535353534
Brazil,2019-19,509,11.536448616600792,64.60700483091787
Kazakhstan,2019-19,12,13.563756756756757,88.17567567567568
Egypt,2019-19,1,6.05,31.6
Uzbekistan,2019-19,1,7.8575,44.9375
Bahrain,2019-19,3,7.9255555555555555,41.846296296296295
Laos,2019-19,1,6.214,38.32333333333333
Romania,2019-19,17,12.245238095238095,65.17698412698412
El Salvador,2019-19,9,9.923305555555554,58.78472222222222
Thailand,2019-19,246,10.443432506887053,71.94159779614324
Fiji,2019-19,1,7.7075,54.354166666666664
Uganda,2019-19,1,11.646,65.46000000000001
United States,2019-19,10406,10.95424309899091,59.66976760348038
Peru,2019-19,44,11.760680555555556,65.67789351851852
Cyprus,2019-19,14,10.51204081632653,61.87857142857143
Montenegro,2019-19,3,8.258571428571429,47.488095238095234
Myanmar,2019-19,3,9.039285714285715,52.9202380952381
Cayman Islands,2019-19,5,8.431000000000001,43.184999999999995
Vietnam,2019-19,8,7.8244444444444445,50.419444444444444
Jamaica,2019-19,1,14.260000000000002,67.12857142857142
Finland,2019-19,38,11.408050420168067,62.352801120448184
Ecuador,2019-19,21,9.693703124999999,58.20078125
San Marino,2019-19,1,12.895000000000001,61.730555555555554
India,2019-19,81,9.754687969924811,62.84542606516291
Iran,2019-19,1,7.38,40.474999999999994
South Korea,2019-19,69,10.277703196347032,59.30677321156773
Azerbaijan,2019-19,1,9.33,52.855555555555554
Slovenia,2019-19,23,12.126969696969697,66.71439393939393
Andorra,2019-19,1,7.083333333333333,37.30555555555555
Liechtenstein,2019-19,1,2.11,16.033333333333335
Denmark,2019-19,244,11.863922459893049,60.3285650623886
Jersey,2019-19,19,10.92446551724138,55.875287356321834
Canada,2019-19,964,11.653466099118273,63.03560859430425
Guatemala,2019-19,40,10.377537735849057,61.50188679245283
Latvia,2019-19,12,12.668536585365853,71.43089430894308
Kosovo,2019-19,1,11.94,58.800000000000004
Greece,2019-19,24,13.527180555555555,79.60069444444444
Zimbabwe,2019-19,1,12.782,70.56
Isle of Man,2019-19,12,10.514872727272728,59.0330303030303
Norway,2019-19,422,11.47354452753229,64.027181055971
Iceland,2019-19,55,12.351626582278481,80.95010548523207
Hungary,2019-19,37,17.80605982905983,97.73262108262108
Luxembourg,2019-19,26,12.872208333333333,70.35717592592592
Uruguay,2019-19,4,8.314615384615385,46.266666666666666
Italy,2019-19,405,12.11602268907563,66.98474789915967
Ukraine,2019-19,74,11.355104651162792,62.391020671834625
Dominican Republic,2019-19,41,9.828624,58.76613333333333
Romania,2019-20,17,11.145333333333333,63.81527777777777
Greece,2019-20,21,10.278584615384615,59.265641025641024
Gibraltar,2019-20,1,6.946,34.41666666666667
Luxembourg,2019-20,24,12.14371794871795,64.82713675213675
Costa Rica,2019-20,111,10.477291666666666,56.47944444444444
Andorra,2019-20,1,17.0,82.0
Lithuania,2019-20,12,13.466148936170212,64.84893617021277
South Korea,2019-20,65,11.455349753694582,67.97906403940887
Vietnam,2019-20,8,9.395454545454545,60.44166666666667
Ghana,2019-20,2,10.913333333333334,59.733333333333334
Cyprus,2019-20,14,10.24843137254902,57.19705882352942
Finland,2019-20,35,12.839017857142858,67.86830357142857
Mexico,2019-20,241,9.475560693641619,54.70900770712909
Spain,2019-20,396,11.641706618962433,61.97324090638044
Sweden,2019-20,241,11.939288227334236,61.62210193955796
Zimbabwe,2019-20,1,9.57,58.72916666666667
Portugal,2019-20,64,12.758652631578949,76.82710526315789
Sudan,2019-20,2,19.7525,111.21666666666667
Guatemala,2019-20,46,10.755155172413792,59.75014367816092
Guernsey,2019-20,6,14.788124999999999,102.24583333333334
China,2019-20,267,10.586098765432098,71.16625514403292
Czechia,2019-20,42,12.148804347826088,64.22089371980677
Denmark,2019-20,239,13.70298484848485,68.54832415059688
Russia,2019-20,277,11.86782491944146,65.47883995703545
Saudi Arabia,2019-20,6,8.118181818181817,52.08181818181818
Colombia,2019-20,111,10.634328445747801,60.27512218963832
Angola,2019-20,4,11.92578947368421,58.18333333333334
Germany,2019-20,1601,12.811353204840879,71.41803376662185
San Marino,2019-20,1,12.341999999999999,56.38666666666667
Switzerland,2019-20,235,11.74908695652174,65.41868530020703
Suriname,2019-20,1,9.92,48.550000000000004
Croatia,2019-20,14,12.209259259259259,74.83827160493827
France,2019-20,677,12.008875135135137,66.02152252252252
Iceland,2019-20,51,11.733091463414635,70.0260162601626
Azerbaijan,2019-20,1,12.763333333333334,73.31111111111112
Venezuela,2019-20,29,10.340333333333334,63.894152046783624
Thailand,2019-20,251,10.116211688311688,69.35512987012987
Kenya,2019-20,12,11.88825,63.66291666666666
Peru,2019-20,45,12.407207547169811,67.31834381551363
Botswana,2019-20,1,20.055,106.5
Ireland,2019-20,168,11.32824647887324,57.034213615023475
Canada,2019-20,953,12.03356,65.83445112781955
Kosovo,2019-20,1,10.435,59.58333333333333
Serbia,2019-20,16,10.081229166666667,52.93298611111111
Namibia,2019-20,1,6.4350000000000005,37.291666666666664
Dominican Republic,2019-20,38,7.880980392156863,47.688235294117646
Myanmar,2019-20,3,9.950833333333334,57.24444444444444
Norway,2019-20,433,12.544623278236916,68.94126492194674
Slovakia,2019-20,24,12.633121951219511,72.010162601626
Latvia,2019-20,13,17.64794871794872,95.57179487179486
Isle of Man,2019-20,11,10.335375,56.668055555555554
Barbados,2019-20,2,11.33,64.81333333333333
Ukraine,2019-20,80,10.94943115942029,60.790398550724646
Uzbekistan,2019-20,1,9.338166666666666,59.18888888888889
Moldova,2019-20,4,15.787777777777778,164.72407407407408
Philippines,2019-20,38,9.143524752475248,62.35412541254125
Bahamas,2019-20,1,13.43,71.0
United Arab Emirates,2019-20,48,9.740472222222222,56.72025462962963
Jamaica,2019-20,1,11.148,51.17
Bosnia and Herzegovina,2019-20,3,8.49,54.94305555555555
Tunisia,2019-20,5,10.521428571428572,58.820238095238096
United States,2019-20,10635,11.195659857241782,60.665929792787516
Belarus,2019-20,19,15.00204411764706,88.50269607843137
Trinidad and Tobago,2019-20,1,13.525,73.74166666666666
New Zealand,2019-20,46,12.472186666666666,69.39911111111111
Paraguay,2019-20,5,12.155823529411764,63.700980392156865
Bahrain,2019-20,3,8.959999999999999,53.08166666666666
Brunei,2019-20,1,8.45,86.28333333333333
Japan,2019-20,612,12.789210896309315,78.49781292716266
Montenegro,2019-20,2,6.824999999999999,38.9625
Faroe Islands,2019-20,6,10.631851851851852,57.60925925925926
Malaysia,2019-20,57,8.89278947368421,59.54934210526316
Argentina,2019-20,50,11.773531428571427,61.866571428571426
Singapore,2019-20,117,10.998563025210084,65.31423902894491
Bulgaria,2019-20,5,9.344705882352942,56.733333333333334
Kazakhstan,2019-20,10,12.439,75.79322916666666
Iran,2019-20,1,6.96,38.74166666666667
Uruguay,2019-20,4,10.413076923076924,58.01410256410257
Australia,2019-20,450,12.415674292594824,67.09602649006622
South Africa,2019-20,106,11.312305714285714,66.39680952380952
Mongolia,2019-20,1,5.7,33.45
Panama,2019-20,26,9.361642857142858,56.220436507936505
India,2019-20,84,9.87031338028169,63.50041079812206
Lebanon,2019-20,1,11.02,57.56333333333333
Ecuador,2019-20,23,10.38245205479452,62.221917808219175
Brazil,2019-20,523,11.519352176738142,63.20379034004765
Egypt,2019-20,1,6.6499999999999995,35.60833333333333
Turkey,2019-20,38,12.078028571428572,69.82666666666667
Indonesia,2019-20,187,9.185879770992367,62.29074427480916
Taiwan,2019-20,217,10.37956929347826,62.31354166666666
Chile,2019-20,89,10.722936802973978,59.5363073110285
Cayman Islands,2019-20,6,8.83904761904762,48.3
Poland,2019-20,125,12.242043037974684,63.99139240506329
Afghanistan,2019-20,1,7.073333333333333,37.794444444444444
Malta,2019-20,2,11.864999999999998,63.275
United Kingdom,2019-20,5553,10.373309250716868,56.24715226696588
Netherlands,2019-20,623,11.371413108839446,61.92945480056124
Hungary,2019-20,37,11.58578431372549,65.03986928104575
Morocco,2019-20,1,15.888571428571428,68.92380952380952
Austria,2019-20,71,11.723542986425338,66.12254901960785
Kuwait,2019-20,1,5.65,34.0
Nicaragua,2019-20,8,11.198518518518519,71.20802469135802
Nigeria,2019-20,11,12.349657142857144,78.4147619047619
Israel,2019-20,45,12.83476811594203,71.143961352657
Honduras,2019-20,5,10.089333333333334,57.07666666666667
Jersey,2019-20,17,13.182416666666667,70.04930555555556
Estonia,2019-20,11,11.506388888888889,67.02592592592593
Bermuda,2019-20,4,8.29857142857143,44.87619047619047
Monaco,2019-20,2,10.898571428571428,53.97142857142857
Bolivia,2019-20,1,8.183333333333334,40.516666666666666
El Salvador,2019-20,9,9.758823529411766,58.15882352941177
Italy,2019-20,407,11.590115384615384,62.32189458689459
Cape Verde,2019-20,1,6.29,40.0
Jordan,2019-20,4,8.337071428571429,50.452380952380956
East Timor,2019-20,1,11.023333333333333,62.911111111111104
Belgium,2019-20,171,12.235878099173554,64.76556473829201
Armenia,2019-20,2,13.802222222222222,61.611111111111114
Uganda,2019-20,1,22.35,151.0
Slovenia,2019-20,19,12.622527272727273,68.75575757575757
Senegal,2019-20,1,8.324000000000002,39.09666666666667
Panama,2019-21,24,9.136652173913044,54.0951690821256
Monaco,2019-21,2,11.7725,58.266666666666666
Jordan,2019-21,4,9.071538461538463,53.97179487179487
Malta,2019-21,1,11.886666666666665,66.27222222222223
Slovenia,2019-21,22,10.592584615384617,56.81128205128205
United States,2019-21,10372,10.912651736945598,59.78442529677372
Lithuania,2019-21,13,12.419148936170213,59.58262411347518
Belarus,2019-21,19,15.129037735849058,98.1682389937107
Estonia,2019-21,10,14.024166666666666,81.28518518518518
Bermuda,2019-21,5,16.416666666666668,82.78611111111111
Faroe Islands,2019-21,7,11.132227272727272,59.29545454545455
South Africa,2019-21,106,10.250016620498615,60.24224376731302
Ecuador,2019-21,25,10.00921052631579,59.929824561403514
Italy,2019-21,410,13.323063811922754,76.98378113630002
Iran,2019-21,1,9.04,51.03333333333333
Nicaragua,2019-21,7,10.071538461538463,64.00384615384615
France,2019-21,673,12.22177471636953,69.75293535026113
Afghanistan,2019-21,1,7.495000000000001,40.44166666666666
Brazil,2019-21,535,11.530295801526718,63.15945716709076
Colombia,2019-21,110,10.108850318471339,57.45477707006369
Sudan,2019-21,2,9.005,52.11666666666667
Brunei,2019-21,1,8.285,42.94166666666666
Ghana,2019-21,2,10.90375,63.33958333333334
Kazakhstan,2019-21,9,11.955625,69.54739583333334
Venezuela,2019-21,26,11.001229166666667,70.11961805555556
Israel,2019-21,41,12.596207692307694,68.94846153846153
Latvia,2019-21,12,10.82970588235294,60.18578431372549
East Timor,2019-21,1,5.6850000000000005,38.46666666666667
Indonesia,2019-21,171,9.328762004175365,65.01931106471817
Costa Rica,2019-21,110,10.440545722713864,58.835250737463134
Isle of Man,2019-21,12,11.210869565217392,64.30289855072463
